sentence,NOUN,VERB,ADV,AUX,ADJ,ADP,PUNCT,words,letters,word_avg,numbers,symbols,if_question,punctuation,sym_hashtag,sym_shtrudel,sym_dollar,sym_ampersand,sym_percend,sym_star,sym_tilda,sym_math,sym_logic,sym_brackets,sym_num,sym_quotes,sym_slashes
תינוק שנוהג לעשות את צרכיו בשעת ההנקה - אפשר להחליף לו את החיתול אחרי ההנקה.,5,3,0,0,1,4,2,14,60,4.286,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"במשרדי רשות ציבורית, משרדים ממשלתיים, בתי משפט ובתי דין, רשויות מקומיות ומועצות דתיות;השטח הפתוח לציבור בקניון, למעט בית עסק המפורט במקום אחר בתוספת זו ולמעט חדר עישוןנפרד לחלוטין שהוקצה לעישון, אם הוקצה, ובלבד שיש בו סידורי אוורור תקינים והעישון בו אינו גורםלמטרד בחלקים אחרים של המקום.",12,0,0,0,0,1,3,47,234,4.979,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
"תקופת החל""ת המזכה בדמי אבטלה:למי שיצא לחל""ת עד 320 - 30 יום לפחות.",8,1,2,0,0,2,5,15,49,3.267,5,5,0,2,0,0,0,0,0,0,0,1,0,0,0,2,0
"כעבור יומיים־שלושה, בעקבות ההנקה, מקבלת הצואה גוון צהבהב, ולעיתים קרובות היא רכה.",5,1,3,1,1,1,5,13,65,5.0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"אם אתה מכיר את הרופא בוועדה באופן אישי או כרופא מטפל, רופא זה לא יכול להשתתף בוועדה שתבדוק אותך.",8,4,0,0,0,1,2,19,76,4.0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"עד מהרה תלמדו את התנהגות תינוקכם בנוגע ליציאות, ולפי זה תכוונו את שעת החלפת החיתול.",8,2,0,0,0,4,2,15,67,4.467,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
חזרנו הביתה עם התינוק.,1,1,1,0,0,1,1,4,18,4.5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"מותר לך להכניס מלווה מטעמך, שיהיה נוכח בעת הבדיקה הגופנית.",4,3,0,0,1,1,2,10,47,4.7,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
תלמידים אחרי תאונות או טראומות נפשיות או פזיות.,5,0,0,0,0,1,1,8,39,4.875,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"חשוב לדעת: רק ביטוח נסיעות נסיעות בכללית חו""ל מאפשר כיסוי לבעיות בריאות ולמחלות קיימות וכרוניות, אם נהנית מתקופת בריאות יציבה בחצי השנה שלפני הטיול בחו""ל.",15,3,2,0,0,3,5,27,125,4.63,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0
כמה זמן נמשכת המחלה?,1,1,1,0,0,0,1,4,16,4.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
כיצד ניתן לשלם?,1,1,1,0,0,0,1,3,12,4.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"סוכרת נעורים מופיעה בדרך כלל לפני גיל 30, והסובלים ממנה חייבים לקבל טיפול באינסולין.",5,3,3,0,0,1,2,14,69,4.929,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
זו בעיה חריפה נוספת שנפוצה במיוחד בקרב חולים בסוכרת נעורים.,4,0,2,0,2,1,1,10,49,4.9,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
צוות הוועדה שמקבל את החומר יבדוק את הבקשה ויחליט על בסיס החומר הרפואי ועל סמך חוות הדעת המקצועיות שקיבל אם יש צורך באבחון ובטיפול.,14,5,0,0,0,4,1,24,106,4.417,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"במהלך הטיפול מתרגלים מיומנויות בתחומים כמו שפה, דיבור, חשיבה, תנועה, משחק וקשר.",9,1,0,0,0,2,5,12,63,5.25,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
בימים קרים הוסיפו כובע.,3,1,0,0,0,0,1,4,19,4.75,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"אם המעשן מסרב להפסיק לעשן ו/או לעזוב את המקום, פנה למוקד הפיקוח העירוני והזמן פקחרשום תיעוד של האירוע, כולל תאריך, מקום ושעה, פרט את הצעדים שננקטו על מנת לטפל בוואת תוצאות האירוע.קליטת תלמיד חדש בחינוך המיוחדועדת השילוב המוסדיות, ועדת השמה ביושבה כערר על ועדת שילוב, ועדת השמה וועדת ערר.",33,6,2,0,2,5,9,51,230,4.51,0,9,0,8,0,0,0,0,0,0,0,1,0,0,0,0,1
"לאחות טיפת חלב יש ניסיון רב בתחומים רבים: גדילת התינוק, התפתחות התינוק, טיפול בתינוק, הסתגלות להורות, משכב לידה ועוד.",15,1,2,0,0,0,6,19,93,4.895,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
הועדה תתכנס החל מ 15/08 ותדון בבקשות השונות.,4,2,0,0,0,1,2,9,35,3.889,4,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
האם סוכרת נעורים היא מחלה מסוכנת?,3,0,1,1,1,0,1,6,27,4.5,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
מהם הגורמים לסוכרת נעורים?,3,0,0,0,0,0,1,4,22,5.5,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"לשם הבהרה, מאפרה היא כלי המיועד לשמש להשלכת אפר ושיירי מוצרי עישון לתוכו.",8,1,1,1,1,1,2,13,59,4.538,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"לכם, ההורים, יש תפקיד מרכזי בתרגול הזה, ושיתוף הפעולה שלכם הוא קריטי.",5,1,1,1,1,0,4,12,54,4.5,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
גן חיות.,2,0,0,0,0,0,1,2,6,3.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
מדובר בתופעה נורמלית.,3,0,0,0,0,0,1,3,18,6.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"כל שינוי בחום הגוף: עליית חום מעל 38 מעלות או חום הנמוך מ־36 מעלות.דמי אבטלה בעקבות משבר הקורונה - מידע לעובדים שכירים, מעסיקים ועצמאייםרישום והתייצבות בשירות התעסוקהתנאי הזכאותכמה זמן אפשר לקבל דמי אבטלה?",19,1,3,0,4,3,5,34,167,4.912,4,6,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0
"חיסונים שונים הניתנים כיום כלל לא ניתנו בעבר, ועם השנים, ככל שמתבגרים, אנו עדים גם לתופעה של ירידה ברמת החיסוניות של חיסונים אחרים.",9,1,4,1,2,3,4,23,105,4.565,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"לכל שאלה, בקשה או צורך במידע נוסף אנו עומדים לרשותכם במרכז שירות הלקוחות שלנו ב־2700* מכל טלפון או כאן באתר האינטרנט.",14,1,1,0,0,3,2,22,93,4.227,4,4,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0
"בטיסה:יש להעריך את המצב לפני הטיסה, בייחוד אם קיימות מחלות רקע נוספות.",5,3,2,0,0,2,3,13,56,4.308,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"חשוב, כמובן, להיות ערניים, אך יחד עם זאת יש לזכור שלא כל קושי של הילד הוא אכן בעיה בהתפתחות.",5,4,3,1,0,2,4,19,70,3.684,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"בנוסף לכך, עם הגיל, אנו נעשים רגישים יותר וחשופים יותר לסיבוכים של מחלות זיהומיות נפוצות, נגדן קיים חיסון.התינוק שלכם הוא יחיד ומיוחד, ובשעות הראשונות לאחר לידתו תנסו לבדוק למי הוא דומה.",8,4,7,1,4,3,6,32,150,4.688,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
"סכום הקצבהתשלום הקצבההענקת אבטלה לנערדמי אבטלה למשוחררים משירות צבאי ומשירות לאומי/אזרחידמי אבטלה למשתתף בהכשרה מקצועיתדמי אבטלה למתמחים בעריכת דין ובראיית חשבוןדמי אבטלה לנשים לאחר לידהדמי אבטלה לעובד בחופשה ללא תשלוםזכויות מיוחדות למובטלים העובדים בשכר נמוך ולפותחים עסק עצמאילמקבל קצבאות נוספות בביטוח הלאומיסיבות להפסקת עבודה והשפעתן על דמי האבטלהשהות בחוץ לארץתנאי הזכאותאתה יכול להיות זכאי לדמי אבטלה אם עבדת כשכיר ויצאת ממעגל העבודה, ואתה עונה על כל תנאי הזכאות.",39,7,7,0,6,7,3,69,399,5.783,0,3,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1
מה זה קטואצידוזיס?,0,0,1,0,0,0,1,3,15,5.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
תלמידים עולים חדשים או תושבים חוזרים בעלי לקויות מובהקות.,6,0,2,0,0,0,1,9,48,5.333,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
מקור הכתם הזה הוא ריכוז גבוה של גבישים בשתן.,6,0,1,1,0,1,1,9,35,3.889,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"כמה מילים מרגיעות (בדרך כלל...)על אף הסיכונים הבריאותיים המיוחדים לעולם השלישי, הרי שסיבת התמותה המובילה בקרב המטיילים היא, עדיין, מחלות־לב וכלי דם – כלומר: התקפי־לב ואירועים מוחיים.",16,0,8,1,0,3,13,29,143,4.931,0,13,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
"כאשר קיים מחסור באינסולין, או שתאי הגוף אינם מצליחים לנצל את האינסולין, נוצר מצב שבו רמת הסוכר בדם גבוהה מדי, אך רמת הסוכר בתאים נמוכה.",11,6,3,0,0,2,4,25,107,4.28,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"נוסעים עם אסתמהציוד ותרופות: מטיילים הסובלים מאסתמה צריכים להצטייד במלאי מתאים של תרופות, הן תרופות קבועות (משאפים למיניהם) והן תרופות לטיפול בהחמרה פתאומית במחלה (תכשירי סטרואידים).",18,2,0,0,2,2,7,26,150,5.769,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
האם הטיפול באינסולין כרוך בתופעות לוואי?,4,1,1,0,0,0,1,6,34,5.667,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"במקרים מסוימים, כאשר רמת הבילירובין גבוהה, צריך לטפל בזה באמצעות פוטותרפיה - חשיפת עור התינוק לאור מנורה.",10,3,1,0,0,1,4,16,85,5.312,0,4,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0
חשוב להגיע לטיפת חלב מוקדם ככל הניתן למעקב משקל.,6,2,1,0,0,0,1,9,39,4.333,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"לכן יש להצטייד גם בטבליות או בג'ל גלוקוז, או בזריקות גלוקגון, לפי המלצת הרופא או הרופאה המטפלים.",10,2,0,0,0,1,4,18,76,4.222,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0
ועדות שיבוץ אחראיות לשיבוץ תלמידים במסגרות החינוך המיוחד.,7,1,0,0,0,0,1,8,49,6.125,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
מהו קצב העלייה במשקל של התינוק?,4,0,0,0,0,1,1,6,25,4.167,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ראוי להדגיש, כי בכל שלב במסלול הלימודי, לכל תלמיד קיימת הזכות והאפשרות למעבר בין מסגרות החינוך השונות, כולל השתלבות בחינוך הרגיל בהתאם להתפתחות במצבו ובתפקודו.",16,3,1,0,0,4,4,25,131,5.24,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
שווה שהשותפים לטיול יידעו שיש לך אסתמה - וגם כיצד ניתן לעזור לך בשעת הצורך.,5,3,2,0,0,1,2,14,59,4.214,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
חשוב שעור התינוק יישמר נקי.,2,1,2,0,0,0,1,5,22,4.4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
הפריחה אינה מלוּוה בסימנים נוספים והיא חולפת ללא טיפול.,5,2,1,0,0,1,1,10,45,4.5,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"חולי אסתמה רבים מכירים את ""האופי"" של מחלתם, יודעים ממה להימנע, מה הם הסימנים המוקדמים של התקף – ושווה שלא ינסו לבצע פעילויות העלולות להיות מסוכנות בשבילם, או, לחילופין, יגיבו נכון בשלב מוקדם של הופעת התסמינים.",12,6,8,1,0,4,9,35,165,4.714,0,9,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0
גם כדאי מאוד להתקין בחדר מדחום קיר.,3,1,2,0,0,0,1,7,28,4.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
הקפידו לקנות מיטה בעלת תו תקן.,3,2,0,0,0,1,1,6,24,4.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"הרבו לדבר איתו, לשחק עימו וללטף אותו בעדינות בעת הטיפול בו.",3,4,1,0,0,1,2,11,47,4.273,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
כלל אצבע: הלבישו את התינוק במספר השכבות שנוח לכם פלוס שכבה אחת.,7,3,0,0,0,1,2,12,50,4.167,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
לא מקדימים את המאוחר.,1,1,0,0,0,1,1,4,17,4.25,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"בכל מקרה, יש לשמור על אוויר לח בחדר באמצעות מגבת לחה או כלי עם מעט מים במקום שאליו התינוק לא יכול להגיע.",9,4,2,0,0,5,2,22,81,3.682,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
מה ההבדל בין הסוגים השונים של הסוכרת?,4,0,0,0,0,2,1,7,30,4.286,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"בייעוץ כזה יובאו בחשבון המסלול, משך הטיול, אופיו, ההיסטוריה הרפואית האישית, התרופות הקבועות שאותן נוטלים, אלרגיות שונות שמהן סובלים, המצב החיסוני – וכל המשתנים הרלוונטיים.",18,1,2,0,1,0,8,24,139,5.792,0,8,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
"אחרי אלה ניתן למנות פציעות בתאונות שונות (ולכן, למשל, חשוב שיהיה ביטוח טוב) - ורק לבסוף מגיע תורן של המחלות הזיהומיות, המאפיינות את ארצות היעד.",9,6,4,0,1,3,7,24,112,4.667,0,7,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0
מטיילים מעל גיל 60 (ומומלץ גם מעל גיל .) טוב יעשו אם יפנו לייעוץ מסודר במרפאת מטיילים של הכללית לפחות ארבעה עד שישה שבועות טרם הנסיעה.,11,2,2,0,0,4,4,25,105,4.2,2,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"מקום עבודה, למעט חדר נפרד לחלוטין שהוקצה לעישון בידי הנהלת המקום, לאחר התייעצות עם העובדים.",8,0,2,0,2,3,3,15,74,4.933,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
תשובה הכוללת אישור או דחייה תועבר לפונה ולרשות במייל/בפקס.,5,2,2,0,0,0,2,10,48,4.8,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
"הרשימה צריכה לכלול גם שמות גנריים של התרופות, לא רק שמות מסחריים, כך שהתרופות תהיינה קלות לזיהוי בכל מקום בעולם.",10,3,2,0,0,2,3,20,90,4.5,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
אנחנו מאמינים שחובתנו וזכותנו לעמוד לצדכם ולסייע לכם ככל יכולתנו.,4,3,1,0,0,2,1,10,55,5.5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"חדר או אולם הפתוחים לציבור בבנק, בבית דואר או בסוכנות דואר או במקום אחר המשמש לקהל או חדר,אולם או מסדרון המשמש להמתנה, למעט חדר נפרד לחלוטין שהוקצה לעישון בידי הנהלת המקום, אם הוקצה, ובלבד שיש בו סידורי אוורור תקינים והעישון בו אינו גורם למטרד בחלקים אחרים של המקום, לרבות חדר מדרגות ומעבר.",29,3,5,0,5,3,7,53,232,4.377,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
הבדיקה מתבצעת תוך התייחסות לקשיים שציינת ולסוג המחלה שלך.,5,2,0,0,0,1,1,9,48,5.333,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"אוטובוס וזוטובוס; בפרט זה ""אוטובוס"" ו""זוטובוס"" – כהגדרתם בתקנות התעבורה, התשכ""א - 1961מונית בעת שיש בה נוסעים; בפרט זה ""מונית"" – כמשמעותה בתקנות התעבורה, התשכ""א – 1961רכבת, לרבות רכבת מקומית; לעניין פרט זה ופרט ב ""רכבת"" ו""רכבת מקומית""- כהגדרתן בסעיפים 1ו 46- לפקודת מסילות הברזל [נוסח חדש], התשל""ב - 1972תחנת אוטובוס מקורה, לרבות סככה וכיוצא בזה, ותחנה מרכזית כהגדרתן בפקודת התעבורה, למעט חדרנפרד לחלוטין שהוקצה לעישון בידי הנהלת המקום, אם הוקצה, ובלבד שיש בו סידורי אוורור תקיניםוהעישון בו אינו גורם למטרד בחלקים אחרים של המקום.",2,0,0,0,0,0,0,85,410,4.824,15,35,0,13,0,0,0,0,0,0,0,4,0,0,0,13,0
"אם הוועדה תחליט שיש צורך באבחון ו/או בטיפול, יישלח מסרון לטלפון הנייד של אחד ההורים (אם השירות הזה ניתן במחוז שאליו אתם משתייכים).",10,4,3,0,0,1,5,24,103,4.292,0,5,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1
"בטיול ממושך, הסכנה העיקרית היא דווקא אירועים של היפוגליקמיה (ירידה ברמת הסוכר) בשל שינוי בהרגלי האכילה ובסדר היום.",13,0,2,1,0,2,4,18,93,5.167,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
מהי מטרת הטיפולים בהתפתחות הילד?,4,0,0,0,0,0,1,5,27,5.4,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"פגיעה שאירעה החל מיום 2012 תוכר פגיעת איבה בחוץ לארץ, גם אם מטרתה לא הייתה פגיעה בישראל או בעם היהודי, ובתנאי שפעולת האיבה התרחשה על ידי ארגון שאחת ממטרותיו היא פגיעה בישראל, באזרחי ישראל או ביהודים.",18,4,2,1,0,5,4,36,160,4.444,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"רכב המשמש להוראת נהיגה, כמשמעותו בתקנות התעבורה, בעת שיש בו תלמיד נהיגה.",9,1,0,0,0,2,3,12,58,4.833,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"תלמידים במצב חירום בנסיבות מיוחדות מאוד, והעובד הסוציאלי שהוא פקיד סעד לחוק נוער סבור כי יש לדון בעניינים בוועדת השמה, מטעמים שיירשמו ויקבלו אישור בוועדת חריגים שתוקם במחוז למטרה זו.",16,5,3,0,1,3,3,30,150,5.0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
אני רוצה להיניק אבל הגעתי הביתה והשדיים כואבים.,1,3,2,0,0,0,1,8,39,4.875,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
בימים הראשונים לאחר הלידה מאבד התינוק בדרך־כלל בין 5% ל־7% ממשקלו.,4,1,3,0,0,3,2,13,51,3.923,2,5,0,1,0,0,0,0,2,0,0,2,0,0,0,0,0
"בשטח בית החולים או במרפאות, לרבות חצר המוסד בטווח של 10 מטר מהכניסה או מהיציאה ובחלקהפתוח לציבור בבית המרקחת.",11,0,1,0,1,3,2,19,89,4.684,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"מסמכים (רפואיים/עו""ס) התומכים בבקשה.",5,0,0,0,1,0,5,6,28,4.667,0,5,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1
בחלק מהמחוזות תישלח גם הודעה בדואר.,3,1,0,0,0,0,1,6,29,4.833,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
בשבועות הראשונים הלבישו את התינוק שלכם בשתי גופיות ובמכנסיים עם רגלית.,6,1,1,0,0,2,1,11,59,5.364,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
בועדות נפגעי עבודה ניתן למצוא את חוות הדעת באתר האישי.,7,2,0,0,0,1,1,10,44,4.4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
אנשי המקצוע האלה יבדקו ביסודיות את החומר שהוגש.,5,1,1,0,0,1,1,8,39,4.875,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"חיסונים בגיל המבוגר:ראשית, יש לדאוג לעדכון כל חיסוני השגרה.",6,2,1,0,0,0,3,10,48,4.8,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
אין גם מה להתבייש!,0,2,0,0,0,0,1,4,14,3.5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
עליהם להקפיד על נטילת התרופות הקבועות ולהימנע מפעילות מאומצת חריגה.,6,3,0,0,0,1,1,10,57,5.7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"השאלונים יאפשרו לוועדה להתרשם מצורכי הילד, לזהות את קשייו ולהגדיר את ההתייחסות הנדרשת.",7,4,0,0,0,2,2,13,72,5.538,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
ללא טיפול הולם עלול מצבו של החולה להידרדר לאובדן הכרה.,6,2,0,0,0,2,1,10,44,4.4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
לעיתים העור של התינוק יבש ונוטה לקילוף.,3,2,1,0,0,1,1,7,32,4.571,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"להנקה יש יתרונות בריאותיים גם לאם לטווח הקצר והרחוק, כמו הפחתת הסיכון לסרטן השד.",9,1,1,0,1,1,2,14,65,4.643,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"לאחר מכן, המזכיר יזמין אותך להיכנס לחדר, ותתבקש להציג תעודה מזהה עם תמונה.",6,4,2,0,0,1,3,13,59,4.538,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
לרבות מגרשי ספורט.,2,0,1,0,0,0,1,3,15,5.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"בטיול ממושך, הסכנה העיקרית לחולי־לב נובעת מהעצמה בלתי־רגילה בפעילות היומיומית, שעלולה להפר את האיזון בו נמצאים חולי־לב יציבים.",11,4,3,0,2,1,6,21,103,4.905,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"חבר קיבוץ וחבר מושב שיתופי - לא זכאים לדמי אבטלה, אלא אם הם עובדים כשכירים מחוץ למשק או אם הקיבוץ מעסיק אותם כשכירים.איך מתנהלת הוועדה הרפואית?",12,3,1,0,1,1,4,26,114,4.385,0,4,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0
"אם נראה לכם שהתינוק אדיש, מנומנם, מגיב באיטיות ומסרב לאכול, מדדו את חום גופו.",3,4,1,0,3,1,4,14,60,4.286,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"ועדת השמה דנה בזכאותו של מי שהופנה אליה בידי הורה , מוסד חינוך מוכר, רשות חינוך מקומית, ארגון ציבורי או מי ששר העבודה והרווחה או שר הבריאות הסמיך לכך.",17,3,3,0,0,1,4,28,118,4.214,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"בטרקים ובטיולי שטח באזורים מרוחקים נוסף גם הסיכון של חוסר הזמינות של עזרה רפואית ממוסדת, בתי־חולים ומרפאות, ברמה שאליה רגילים בישראל.",14,1,3,0,1,2,4,22,109,4.955,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
לשאלות ניתן ליצור קשר בטלפון 08-641923,3,2,0,0,0,0,1,7,32,4.571,8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"בכל מקרה, אם נוסעים עם מחלת־לב מומלץ להתייעץ הן עם הרופא או הרופאה במרפאת־המטיילים והן עם הרופא או הרופאה המבצעים את המעקב אחר מחלת הלב ולגבש תוכנית פעולה ברורה למקרה שיופיעו סיבוכים (למשל: שמות וכתובות מדויקים של מרפאות או בתי־חולים אמינים ביעדים השונים וכיצד בדיוק מגיעים אליהם).",27,5,4,0,1,7,8,50,227,4.54,0,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"כל מקום בית אבות או דיור מוגן, למעט בחדר מגורים, ובלבד שלא גר בו מי שאינו מעשן, ולמעט חדר נפרדלחלוטין שהוקצה לעישון בידי הנהלת המקום, אם הוקצה, ובלבד שיש בו סידורי אוורור תקינים והעישוןבו אינו גורם למטרד בחלקים אחרים של המקום.",21,3,6,0,2,2,6,41,180,4.39,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
"בדיקה רפואיתהרופא יחליט בהתאם לסוג המחלה או הליקוי הרפואי שלך, אם יש צורך לבדוק אותך.",7,3,0,0,0,1,2,15,69,4.6,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"תחנת רכבת, לרבות רציף, למעט אזור שהוקצה לעישון בקצה הרציף וחד נפרד לחלוטין שהוקצה לעישוןבידי הנהלת המקום, אם הוקצה, ובלבד שיש בו סידורי אוורור תקינים והעישון בו אינו גורם למטרדבחלקים אחרים של המקום, וכן תחנה של רכבת מקומית.",18,4,7,0,1,5,6,38,180,4.737,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
"בנוסף לאלה, הירידה - הטבעית עם הגיל - בהפרשת חומצות הקיבה כרוכה ברגישות גבוהה יותר לזיהומי מעיים ממגוון של מחוללים.",11,1,4,0,0,2,4,18,92,5.111,0,4,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0
