sentence,NOUN,VERB,ADV,AUX,ADJ,ADP,PUNCT,words,letters,word_avg,numbers,symbols,if_question,punctuation,sym_hashtag,sym_shtrudel,sym_dollar,sym_ampersand,sym_percend,sym_star,sym_tilda,sym_math,sym_logic,sym_brackets,sym_num,sym_quotes,sym_slashes
"התמיכה תינתן על-ידי צוות החינוך המיוחד המתמחה בטיפול בתלמידים בעלי לקויות שונות, בהלימה לצורכי התלמיד ובהתחשב במשאבים הזמינים באותה מסגרת חינוכית (שעות ההוראה, כוח-האדם והתנאים הפיזיים).",22,1,0,0,3,2,7,28,154,5.5,0,7,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0
"ועדת השמההשמת תלמידים במסגרות החינוך המיוחד נקבעת, בהתאם לחוק, על ידי ועדת השמה, על בסיס חוות דעת חינוכית והערכות מקצועיות.",15,1,1,0,0,3,4,20,100,5.0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"מסגרת טיפולית קבועה, שבה כולם משתפים פעולה - הילד, הוריו, המטפלים המקצועיים ולעיתים גורמים נוספים - עשויה להביא לשינויים משמעותיים מאוד בתפקוד הילד.",11,3,5,0,1,0,6,21,120,5.714,0,6,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0
בימי ד' לא מתקיימת קבלת קהל.,4,1,0,0,0,0,2,6,21,3.5,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0
"סוכרת נעורים מופיעה בדרך כלל בפתאומיות, לעיתים קרובות אחרי שהילד או הצעיר סבלו ממחלה נגיפית כלשהי.",7,2,5,0,0,1,2,16,81,5.062,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
חתימה על טופס ויתור סודיות בדיקות שמיעה וראיהאת המסכמים יש להגיש לשירות הפסיכולוגי החינוכי אשר נמצא בכתובת רח' שאול אביגור 1 באר שבע.,12,2,0,1,2,2,2,23,109,4.739,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0
"גן אירועים, וכן איזור הנמצא מחוץ למבנה ומשמש את גן האירועים (להלן – אזור), למעט חלק של האזורשהוקצה לעישון בידי הנהלת המקום, אם הוקצה, ובלבד שעומד בתנאים הקבעים בחוק.",17,3,3,0,0,4,8,28,129,4.607,0,8,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"חשוב שתדעו כי מתחת למטרייה שנקראת ""קשיים בהתפתחות הילד"" מצוי ספקטרום נרחב של מצבים.",8,2,1,0,0,2,3,14,67,4.786,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0
"אם לא עשה כן - 5,000 ₪ קנסשוטרים או פקחים עירוניים שהוסמכו לכך, אחראים על אכיפת החוק ורשאים למסור דו""חות למעשן ו/או למחזיק במקום ציבורי.",12,5,1,0,0,1,6,26,105,4.038,4,7,0,3,0,0,0,0,0,0,0,2,0,0,0,1,1
"חולים בסוכרת מבוגרים יכולים להסתדר בדרך כלל רק בעזרת דיאטה מתאימה או בעזרת שילוב של דיאטה ושל כדורים, ללא צורך בנטילת אינסולין, לפחות בשנים הראשונות אחרי גילוי מחלתם.",13,2,5,0,0,5,3,28,136,4.857,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"ככלל, יש לתאם עימן מראש את הצורך בחמצן במהלך הטיסה.",4,2,2,0,0,2,2,10,40,4.0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"מוסד להשכלה גבוהה או מוסד לחינוך על תיכוני שתלמידיו בגיל העולה על 18 שנים לרבות מגורי תלמידים למעט חדר נפרד שהוקצה לעישון וחדר מגורי המעשנים, חדרי הנהלה וסגל.",19,0,1,0,3,3,2,28,129,4.607,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
הבעיה העיקרית היא הירידה החדה ברמת הסוכר בדם בעקבות מנה גבוהה מדי של אינסולין (יחסית לכמות המזון).,13,0,1,1,0,2,3,17,79,4.647,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"מומלץ להצטייד גם בתרשימים רפואיים העלולים להיות רלוונטיים, דוגמת תרשים א.ק.ג עדכני אם סובלים ממחלת־לב – ודרכי התקשרות (טלפון, טלפון נייד, פקס, דואר אלקטרוני) של הרופא או הרופאה הקרדיולוגים המטפלים בכם בארץ.",20,3,4,0,2,2,11,34,164,4.824,0,11,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
"במסעדות, פאבים, אולמות שמחה ומקומות אחרים בהם העישון אסור, גודלו של חדר העישון אינו יכול לעלות על רבע מכלל השטח הפתוח לציבור.",14,3,2,0,1,2,4,22,100,4.545,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
איך מטפלים בעור?,1,1,0,0,0,0,1,3,13,4.333,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"הסיבות להופעת הסוכרת אינן ידועות עד היום, אף שמדובר במחלה נפוצה מאוד שחוקרים רבים עמלים על פיצוח סודותיה.",8,3,4,0,0,2,2,18,86,4.778,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"כלומר, אפילו יום עבודה אחד בחודש ייחשב לך כחודש עבודה.",5,1,2,0,0,1,2,10,43,4.3,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"פגיעה מנשק שהיה מיועד לפעולות איבה של כוחות אויב, או פגיעה מנשק שהיה מיועד נגד פעולה כזאת.",10,0,1,0,2,2,2,17,72,4.235,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"החוקרים מניחים שהגורם למחלה הוא הפרעה במערכת החיסון, שמסיבות לא ברורות פועלת נגד תאי הלבלב המייצרים את האינסולין והורסת אותם.",11,4,1,1,0,2,2,20,104,5.2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"עם זאת מומלץ, כמובן, שתמשיכו לעקוב בקפידה אחרי התפתחות הילד.",4,2,1,0,0,2,3,10,48,4.8,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"אלה - בשילוב עם הסיכונים הספציפיים בארצות היעד - מאפשרים ""לתפור"" בעבור כל מטיילת ומטייל את ההמלצות הספציפיות על החיסונים הנדרשים, התרופות שיש להביא מהארץ והדרך המיטבית להתנהל, מבחינה בריאותית, לפני הנסיעה, במהלך הנסיעה ואחרי הנסיעה.",16,4,6,0,0,6,9,34,188,5.529,0,9,0,5,0,0,0,0,0,0,0,2,0,0,0,2,0
הוא ילמד כי יש מי שמקשיב לו ונענה לדרישותיו.,2,3,0,0,0,0,1,9,35,3.889,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
זוהי תופעה שכיחה הנובעת מהצטברות חומר צהוב המכונה בילירובין.,6,1,0,0,1,0,1,9,51,5.667,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
מומלץ שרופא ילדים יבדוק את התינוק כשבוע אחרי השחרור מבית החולים.,7,1,0,0,0,3,1,11,53,4.818,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
היכן ניתן לשלם?,0,2,1,0,0,0,1,3,12,4.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
במקרה זה ניתן להיות זכאי לתגמולים החל מיום 201,2,2,2,0,1,1,0,9,38,4.222,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
האחריות למניעת חשיפת הציבור לעישון כפוי חלה גם על מניעת חשיפת העובדים במקום ציבורי.,11,1,0,0,0,1,1,14,69,4.929,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"קטואצידוזיס נגרם ממחסור חמור באינסולין וגורם לרמה גבוהה של גלוקוזה בדם וליצירת חומר הקרוי ""גופי קטו"".",11,2,0,0,1,2,3,16,83,5.188,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0
הם חולפים בתוך כמה ימים ללא טיפול.,2,1,0,0,0,2,1,7,27,3.857,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
לאחר מכן מרחו על המקום משחה מגינה.,3,1,2,0,0,1,1,7,27,3.857,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"שלב שלישי: סיכום הדיון וקביעת אחוז הנכות הרפואיתלאחר שתעזוב את חדר הוועדה, הרופא יקריא למזכיר את הממצאים הרפואיים שמצא, ויקבע את החלטתו בהתאם למסמכים הרפואיים שבתיק, הקשיים שציינת והבדיקה שערך.",19,6,2,0,0,3,5,30,159,5.3,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"הפנייה לבדיקות נוספותאם לדעת הוועדה עליך לעבור בדיקות רפואיות נוספות, או להביא מסמכים רפואיים נוספים, היא לא תקבע לך עדיין אחוז נכות רפואית, אלא תמתין לחומר הנוסף.",12,5,4,0,0,2,4,27,133,4.926,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
בימים הראשונים ייתכן שתראו כתם בצבע כתום בשתן המופרש על  החיתול.,6,2,1,0,1,1,1,11,52,4.727,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"המלווה יכול להיות עו""ד, מתרגם, קרוב משפחה, חבר וכודומה.",7,2,1,0,0,0,5,10,42,4.2,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0
בימים הראשונים שלאחר הלידה הצואה נראית שחורה וצמיגה - וגם זה נורמלי.,4,1,3,0,0,1,2,11,55,5.0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
מה זה אינסולין?,0,0,1,0,0,0,1,3,12,4.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ועדת השמה חריגהבמקרים בודדים וחריגים מאוד של שינוי משמעותי בנסיבות עשויה להידרש הפניה של תלמיד לדיון לאחר המועד הנקוב וליישום ההחלטה במהלך שנת הלימודים הנוכחית.,14,2,5,0,0,4,1,25,135,5.4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"בתוך זמן מה תלמדו להכיר את התינוק, להבחין בין בכי הנובע מרעב או מסיבות אחרות ולהיענות לצרכיו.",7,4,2,0,0,3,2,17,75,4.412,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"אם האמא מרגישה בכאב או שהיא לא בטוחה שהתינוק יונק מספיק, חשוב להתייעץ.",3,4,2,0,1,0,2,13,56,4.308,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"חרף העובדה הידועה, כי אנשים בכל הגילאים נוטים להעריך את גילם הסובייקטיבי כצעיר מזה הכרונולוגי (פער ההולך ומתעצם עם ההזדקנות), הרי שלמטיילים המבוגרים יותר מאפיינים בריאותיים מיוחדים, שאסור להתעלם מהם.",12,4,5,0,3,4,6,30,164,5.467,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
לאחר הלידה ניתן להבחין לעיתים בעור התינוק בפריחה עדינה אדמדמה המלוּוה בבליטה צהבהבה במרכז.,5,2,3,0,3,1,1,15,75,5.0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"אם החום הוא מתחת ל־36 מעלות, פנו לרופא.",3,2,0,0,0,2,2,9,29,3.222,2,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"שלב שני: בדיקת המצב הרפואי שלךהבדיקה מיועדת לקביעת אחוז נכות, ולא לצורך טיפול רפואי, ולכן היא אינה דומה לבדיקות שמבצע רופא משפחה או רופא מטפל אחר.",16,1,3,0,1,1,4,26,117,4.5,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
״מקום עבודה״ - כל מקום בבניין שעובדים בו אנשים ושאינו משמש למגורים.,6,2,1,0,0,0,4,11,52,4.727,0,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
מהי סוכרת נעורים?,2,0,0,0,0,0,1,3,14,4.667,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ציין בפני המעשן כי בכך שהוא מעשן הוא עובר על החוק וגורם גם לך לעבור על החוק, ושניכם עלוליםלהיקנס בשל כך ו/או להיתבע על ידי לקוחות.",5,6,1,0,0,7,3,27,102,3.778,0,3,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1
"אם התבקשת להביא מסמכים נוספים לוועדה, או שיש בידך מסמכים שלא מצויים בתיק, נא הגש אותם לרופא.",5,6,3,0,0,0,3,17,73,4.294,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
האם ההורמונים של האם משפיעים גם על התינוק?,3,1,1,0,0,2,1,8,34,4.25,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"חולי סוכרת החוצים יותר מארבעה אזורי זמן בכיוון מערב עשויים להזדקק למינונים גבוהים יותר של אינסולין (כיוון שהיממה מתארכת), בעוד שאלה הנוסעים מזרחה עשויים להזדקק להפחתה במינון (כיוון שהיממה מתקצרת).",14,7,6,0,0,2,6,30,161,5.367,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
איך לחמם את החדר?,1,1,0,0,0,1,1,4,13,3.25,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"אם ההחלטה תהיה חיובית, יעביר משרד המרפאה את המסמכים הבאים לוועדת המומחים להתפתחות הילד: חוות הדעת של הרופא, סיכום הממצאים שלו, השאלונים.",15,2,1,0,0,2,5,22,110,5.0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"בקרב חולים בסוכרת מבוגרים הבעיה לא נובעת ממחסור באינסולין אלא מכך שנוצרת תנגודת לפעילות של האינסולין, והוא אינו מצליח להכניס את הסוכר מהדם לתאים.",10,4,1,0,1,5,2,24,120,5.0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
החלטת מנהל מחוז היא סופית ואינה נתונה לערר (לא ניתן להשתתף בדיונים לגבי הבקשה).,6,2,2,1,1,1,3,14,63,4.5,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"התשלום מתבצע באופן מהיר, בזמן הנוח לכם, ללא המתנה מיותרת בתור וחשבונך במאגר הנתונים הממוחשב של הרשויות מזוכה באופן אוטומטי.",5,2,9,0,1,3,3,20,101,5.05,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"כדאי שהתרופות שעימן נוסעים יהיו תואמות את הכתוב במכתב הרפואי – בייחוד נכון הדבר לגבי תרופות הניתנות בהזרקה ותרופות משככות כאבים ממשפחת הנרקוטיקה, למשל אוקסיקוד (Oxycod, Oxycodone), או אמ סי אר (MCR, Morphine) ביטוח ביטוח ביטוחביטוח נסיעות לחו""ל בכללית חו""ל מאפשר כיסוי לבעיות בריאות ולמחלות קיימות וכרוניות, אם נהנית מתקופת בריאות יציבה בחצי השנה שלפני הטיול בחו""ל.",38,3,8,1,2,5,14,59,295,5.0,0,40,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0
"את המסמך כדאי להגיש לרופא או למזכיר, הרופא יקרא את המסמך והוא יצורף לדו""ח הוועדה.",7,3,2,0,1,2,3,16,64,4.0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0
ברוב מדינות המערב וגם בישראל שיעורם של בני הגיל השלישי באוכלוסיה נמצא בעלייה מתמדת.,7,1,1,0,1,2,1,14,69,4.929,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
טעות.,1,0,0,0,0,0,1,1,4,4.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"שלב ראשון: הרופא מעיין במסמכים שבתיקלפני שתוזמן להיכנס לחדר, רופא הוועדה יעיין במסמכים הרפואיים הנמצאים בתיק שלך.",9,4,1,0,1,0,3,17,94,5.529,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
המצב הזה דורש התייחסות ובדיקות מעקב נוספות.,4,1,2,0,0,0,1,7,36,5.143,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
מומלץ להכין מראש את כל הציוד הדרוש לאמבטיה.,3,1,1,0,1,1,1,8,35,4.375,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"אולם שמחות, למעט חדר נפרד לחלוטין, אם קיים, שהוקצה לעישון בידי הנהלת אולם השמחות במפורש,אם הוקצה, ובלבד שיש בו סידורי אוורור תקינים והעישון בו אינו גורם למטרד בחלקים אחרים של אולםהשמחות ושטחו אינו עולה על רבע של שטח הפתוח לציבור ובלבד שעומד בתנאים הקבועים בחוק.",26,4,4,0,2,5,6,46,211,4.587,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
להנחיות לזכאות לדמי אבטלה בעקבות משבר הקורונה לחצו כאןבאפשרותך לבדוק את זכאותך לדמי אבטלה במחשבון זכאות לדמי אבטלה.,10,1,2,0,0,5,1,18,97,5.389,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"מהניסיון המצטבר ידוע שכ־10% מהילדים מפגינים קשיים שונים בהתפתחותם, אך רק אצל חלקם מאובחן קושי משמעותי וכרוני.",8,2,1,0,1,2,2,18,89,4.944,2,4,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0
"צריך ללמוד לזהות סימנים להתקף היפוגליקמיה - הזעה, רעב, כאבי ראש, בחילות או בלבול - ולטפל בהם באמצעות מזון או משקה עשיר בסוכר.",12,4,0,0,1,1,6,21,97,4.619,0,6,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0
"שים לב, סיבת הפסקת העבודה (הוצאה לחל""ת, פיטוריםאו הפסקה מרצון) משפיעה על מועד תחילת התשלום - למידע נוסף על סיבות להפסקת עבודה לחץ כאן.",16,1,2,0,0,3,7,24,104,4.333,0,7,0,3,0,0,0,0,0,0,0,1,0,0,0,1,0
"על פי החוק, את החיוב השנתי של הארנונה יש לשלם במלואו, בראשון לינואר של כל שנת מס, אך מועצת העיר החליטה כי ניתן לשלם את הארנונה בפריסת תשלומים נוחה תוך מתן שפע של אפשרויות תשלום.",18,4,1,0,0,8,4,35,139,3.971,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
הגלוקוזה חיונית לתאים בשל היותה חומר הגלם העיקרי ליצירת אנרגיה.,7,1,0,0,1,1,1,10,53,5.3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"השילוב בין השינויים הגופניים המלווים את העלייה בגיל לבין מחלות כרוניות, ששיעורן הולך ועולה עם הגיל, מוביל לירידה בתפקודים השונים וכך גם בסיבולת הלב־ריאה, בתגובתיות פחותה לירידה במתח החמצן (היפוקסיה), לירידה בתפקוד הכלייתי ולירידה ביכולת לשמר נוזלים.",26,5,1,0,0,4,8,38,205,5.395,0,8,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
מקומות ציבוריים רשאים למנות סדרנים למניעת העישון.,5,2,0,0,0,0,1,7,42,6.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
מהן הסיבות להופעת הסוכרת?,3,0,0,0,0,0,1,4,21,5.25,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
בדרך כלל שכבה אחת מספיקה.,1,0,3,0,0,0,1,5,20,4.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"נגבו את הקפלים בעדינות בעזרת צמר גפן טבול במים או במים עם מעט שמן אמבט לתינוק, ולאחר מכן ייבשו עם מגבת.",12,2,2,0,0,4,2,21,81,3.857,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
האמת שלא.,1,0,0,0,0,0,1,2,7,3.5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
שווה שהשותפים לטיול יידעו שיש לך סוכרת - וגם כיצד ניתן לעזור לך בשעת הצורך.,5,3,2,0,0,2,2,14,59,4.214,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"תנאי שלישי - הפסקת עבודהאתה עשוי להיות זכאי לדמי אבטלה אם הוצאת לחל""ת, פוטרת או שהפסקת לעבוד מרצונך.",10,3,1,0,1,1,4,18,79,4.389,0,4,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0
תאריכי ועדות השמה ועדות השמה מתקיימת בין תאריכים פברואר עד מאי.,8,1,0,0,0,2,1,11,52,4.727,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
חשוב לשמור על קפלים נקיים.,2,2,0,0,0,1,1,5,21,4.2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
לתינוק שלי יש כתמים אדומים בעור.,3,1,0,0,1,0,1,6,26,4.333,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
מומלץ להכין מראש דף ובו מפורטים המחלות או הליקויים הרפואיים שלך וכן הקשיים שלך לתפקד.,6,3,2,0,0,0,1,15,70,4.667,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
אתה תושב חוץ ונפגעת תוך כדי ועקב עבודתך אצל מעסיק ישראלי בחוץ לארץ - לצפייה ברשימת המעסיקים לחץ כאן.,8,1,4,0,1,3,2,18,80,4.444,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"בדרך־כלל הוא לא נראה כפי שדמיינתם אותו במהלך ההריון, אבל בתוך זמן קצר תגלו את המיוחד שבו.",4,2,5,0,0,3,3,18,70,3.889,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
צריך לזכור שתינוק לא מחמם את הגוף שלו כמו מבוגר.,3,2,1,0,0,1,1,10,38,3.8,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"אם לא צברת חודשי עבודה כנדרש, ישנם חודשים נוספים שאינם חודשי עבודה שיכולים להיכלל בתקופת האכשרה - למידע נוסף לחץ כאן.",12,4,2,0,0,0,3,20,94,4.7,0,3,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0
אם לאחר זמן מה תראו שאין שיפור - תוכלו לחזור שנית לרופא המטפל כדי לשקול את הצורך בהפניה חוזרת.,7,5,3,0,0,2,2,18,74,4.111,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"חשוב לשמור על עותק זה, הוא יכול לשמש אותך לצורך בקשת פטור ממס הכנסה או לצרכים אחרים.תנאי הזכאות להכרה כנפגע פעולות איבהכדי להיות מוכר כנפגע פעולות איבה עליך לענות על שני התנאים האלה:תנאי ראשון - נפגעת באירוע איבהפגיעת איבה היא אחת מאלה:פגיעה מפעולת איבה של כוחות אויבפגיעה בשגגה מידי אדם עקב פעולת איבה של כוחות אויב או פגיעה בשגגה בנסיבות שהיה בהן מקום לחשש סביר שתבוצע פעולת איבה.",40,9,4,1,4,6,6,70,309,4.414,0,6,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0
"לקראת היום השלישי הירידה מתונה יותר, ולאחר 14-10 ימים אנחנו מצפים שהתינוק יחזור למשקל הלידה.",7,2,1,1,1,2,3,16,75,4.688,4,3,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0
אלו הן ועדות מקצועיות שהרכבן נקבע בחוק ובידיהן הסמכות והאחריות לקבל החלטות לגבי זכאותו של תלמיד בעל צרכים מיוחדים לשירותי חינוך מיוחדים.,12,2,2,0,2,3,1,22,114,5.182,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"מקומות שנערכים בהם אירועים והופעות תחת כיפת השמיים בהם משתתפים למעלה מ- 50 איש, למעטחצר בית מגורים.",11,1,2,0,0,2,3,17,80,4.706,2,3,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0
תשובות ישלחו בכתב להורים.,3,1,0,0,0,0,1,4,21,5.25,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"המחזיק במקום ציבורי חייב להציב שילוט המורה על איסור עישון במקום וכן חל איסור על הצבת מאפרות במקום, למעט בחדר עישון, במידה ויש.",14,3,2,0,0,3,3,23,101,4.391,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
בכל שלב ניתן לבטל את הוראת הקבע באמצעות טופס ביטול הוראת קבענפתח בחלון חדשיתרונות התשלום בהוראת קבעישנם מספר יתרונות  המטיבים איתכם באם תבחרו לשלם באמצעות הוראת קבע בבנק או בכרטיס האשראי.,18,4,3,0,0,4,1,31,155,5.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"אם קשה לך לפרט את הקשיים הרפואיים, או שאתה זקוק למתרגם, אתה רשאי להביא אתך לוועדה מלווה מתאים.",4,5,2,0,1,2,3,18,74,4.111,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"אתה בעל אזרחות ישראלית, וטרם חלפה שנה מהמועד שבו חדלת להיות תושב ישראל, ונפגעת מחוץ לישראל.",7,4,4,0,0,0,3,16,73,4.562,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"לרופא אין סמכות לדון בטיפול רפואי שאתה נזקק לו, ולכן אין טעם לבקש מהרופא בקשות הקשורות לטיפול רפואי.",9,5,1,0,1,0,2,18,81,4.5,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
ניתן לפנות לאחות טיפת חלב או למוקד 2700* כדי לקבל מידע על יועצת הנקה באזור.,8,3,0,0,0,2,1,15,59,3.933,4,2,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
"עבירה על החוק הינה עבירה פלילית, הנושאתקנסות בצידה.",5,1,1,0,0,1,2,8,42,5.25,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"הפניה של ""שאלון וועדת השמה"" חתום ע""י מפקחת, מנהלת בי""ס/גן והוריםצילום תעודת זהות של ההורה, עם פרטי הילד (במקרה של אפוטרופוס אחר, יש לצרף מסמך חוקי המעיד על כך).",21,3,2,0,0,5,11,32,121,3.781,0,11,0,4,0,0,0,0,0,0,0,1,0,0,0,4,1
תוכלו לשלם בשתי דרכים: תשלום אחד על מלוא הסכום השנתי שישולם עד ל-31 בינואר של שנת המס אשר יבטיח שלא תשלמו הפרשי הצמדה על חיובי שנת המס השוטפת.,16,3,0,0,0,5,3,29,112,3.862,2,3,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0
"אם ההפרשה מרובה, יש לפנות לרופא כדי לקבל טיפול.",3,4,0,0,0,1,2,9,37,4.111,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
